level,tic,t0_a,dur_h_a,depth_ppm_a,snr_a,t0_b,dur_h_b,depth_ppm_b,snr_b,depth_ratio,dur_ratio,consistent,dt_d,n_alias_ge10d,phase4_a,phase4_b,new_in_s21,new_in_s48
dips,230068527,1886.39,6,319624,2493.77,2634.26,8,299978,1982.4,0.938534,1.33333,True,747.87,74,,,,
dips,198382838,1874.89,6,163392,1933.52,2628.02,4,192987,1392.24,1.18113,0.666667,True,753.13,75,,,,
dips,198239685,1883.21,6,267459,1435.5,2629.13,6,263575,1456.69,0.985478,1,True,745.92,74,,,,
dips,16220912,1887.96,6,266368,1420,2616.49,6,263953,1142.26,0.990934,1,True,728.53,72,,,,
dips,229404545,1897.41,4,261052,1392.59,2621.09,8,187233,1174.14,0.717225,2,True,723.68,72,,,,
dips,236771723,1881.45,4,320397,1312.93,2619.3,4,316621,1685.89,0.988215,1,True,737.85,73,,,,
dips,453447502,1893.68,4,201979,1148.47,2627.63,4,201002,1038.11,0.995163,1,True,733.95,73,,,,
dips,198211503,1885.89,8,129761,1129.5,2626.12,8,128866,1254.87,0.993103,1,True,740.23,74,,,,
dips,224289812,1876.94,3,290101,1090.33,2627.39,1.5,313144,565.09,1.07943,0.5,True,750.45,75,,,,
dips,233625771,1892.26,3,259709,1075.36,2631.23,6,156669,904.254,0.603248,2,True,738.97,73,,,,
dips,21003480,1878.06,3,402934,1044.77,2615.77,4,340873,1341,0.845977,1.33333,True,737.71,73,,,,
dips,417917895,1871.4,3,127353,920.762,2629.06,2,1160.23,7.22218,0.00911035,0.666667,False,757.66,75,,,,
dips,159241248,1892.12,6,291160,883.09,2630.62,6,286431,730.478,0.983758,1,True,738.5,73,,,,
dips,9339921,1871.23,4,328589,850.515,2634.43,8,337312,1171.15,1.02655,2,True,763.2,76,,,,
dips,142865103,1895.56,6,95539.7,808.063,2634.45,4,87308.3,525.077,0.913843,0.666667,True,738.89,73,,,,
dips,160268302,1875.9,3,303982,805.941,2629.69,4,233750,710.198,0.76896,1.33333,True,753.79,75,,,,
dips,232646332,1874.11,4,211358,767.484,2628.09,3,208985,140.31,0.988773,0.75,True,753.98,75,,,,
dips,230023944,1889.11,8,146971,760.776,2627.37,8,143089,1033.98,0.973587,1,True,738.26,73,,,,
dips,105513126,1875.98,8,130832,744.418,2633.95,4,110888,263.974,0.84756,0.5,True,757.97,75,,,,
dips,160536110,1875.14,3,377571,732.14,2626.95,4,332298,1555.06,0.880094,1.33333,True,751.81,75,,,,
dips,91899590,1872.4,3,271708,723.005,2632.47,2,289703,495.159,1.06623,0.666667,True,760.07,76,,,,
dips,365936982,1879.62,2,206921,693.895,2631.56,2,205704,582.763,0.994119,1,True,751.94,75,,,,
dips,16814540,1879.88,1.5,428501,692.238,2629.56,2,411647,746.123,0.960668,1.33333,True,749.68,74,,,,
dips,402655790,1878.47,3,252449,686.775,2615.3,3,249796,756.805,0.989491,1,True,736.83,73,,,,
dips,125527530,1882.46,3,170269,683.366,2627.54,6,134013,747.528,0.787066,2,True,745.08,74,,,,
dips,376503359,1879.59,1.5,339931,682.144,2634.33,2,306051,643.675,0.900333,1.33333,True,754.74,75,,,,
dips,153950598,1872.08,12,200544,640.417,2632.37,12,198145,683.128,0.988038,1,True,760.29,76,,,,
dips,453446975,1880.5,4,327258,631.845,2635.18,4,319277,385.686,0.975613,1,True,754.68,75,,,,
dips,302728624,1890.48,6,256790,615.176,2610.94,6,255684,810.249,0.995693,1,True,720.46,72,,,,
dips,288525633,1882.35,6,133329,607.063,2613.21,6,133060,508.154,0.997982,1,True,730.86,73,,,,
dips,313274300,1888.62,3,181061,592.764,2633.39,4,161895,769.298,0.894146,1.33333,True,744.77,74,,,,
dips,239198203,1890.98,4,220920,554.308,2628.91,2,43540.5,75.8505,0.197087,0.5,False,737.93,73,,maybe,,True
dips,355817072,1879.87,4,264416,535.313,2631.74,4,289602,362.163,1.09525,1,True,751.87,75,,,,
dips,353894978,1876.12,2,196583,534.135,2621.36,1.5,206492,408.624,1.05041,0.75,True,745.24,74,,,,
dips,233095433,1891.06,4,132575,529.756,2619.39,4,132273,405.884,0.997722,1,True,728.33,72,,,,
dips,236773041,1871.74,4,307288,524.335,2627.13,4,299123,476.86,0.973429,1,True,755.39,75,,,,
dips,233183004,1879.35,3,191607,520.455,2616.54,2,212218,537.981,1.10757,0.666667,True,737.19,73,,,,
dips,160618494,1876.42,1.5,397431,512.348,2613.73,1,105996,304.051,0.266703,0.666667,False,737.31,73,,,,
dips,229670075,1879.45,2,317490,498.763,2631.21,2,311696,415.146,0.981751,1,True,751.76,75,,,,
dips,230065191,1897.54,4,226938,496.12,2618.41,6,29825.7,52.7707,0.131427,1.5,False,720.87,72,,,,
dips,355816924,1872.83,2,439114,495.211,2619.33,4,362491,504.19,0.825505,2,True,746.5,74,,,,
dips,356340346,1894.7,4,335963,469.165,2634.2,1,386302,400.401,1.14983,0.25,False,739.5,73,,,,
dips,309862596,1877.52,2,385078,464.729,2618.42,2,384580,530.272,0.998707,1,True,740.9,74,,,,
dips,258919318,1875.43,3,205618,462.592,2617.81,3,202419,631.82,0.984442,1,True,742.38,74,,,,
dips,1044282,1889.79,4,278210,437.019,2618.74,4,272341,476.532,0.978904,1,True,728.95,72,,,,
dips,377389892,1888.83,3,202925,435.232,2618.37,3,205390,378.569,1.01215,1,True,729.54,72,,,,
dips,362256498,1889.84,4,283767,434.752,2617.52,4,278891,429.377,0.982817,1,True,727.68,72,,,,
dips,272705788,1883.31,2,365247,434.361,2616.23,2,335911,368.526,0.919682,1,True,732.92,73,,,,
dips,16813813,1876.26,1.5,210740,431.854,2630.63,1,212879,228.185,1.01015,0.666667,True,754.37,75,,,,
dips,289570626,1872.25,1.5,347038,428.483,2612.7,2,328527,455.488,0.94666,1.33333,True,740.45,74,,,,
dips,229910234,1873.66,3,167908,421.552,2611.5,2,177658,373.965,1.05807,0.666667,True,737.84,73,,,,
dips,298109871,1872.13,1.5,287239,420.652,2634.35,1.5,293899,315.917,1.02319,1,True,762.22,76,,,,
dips,160297997,1894.42,1.5,480051,419.412,2614.46,1.5,460616,376.843,0.959515,1,True,720.04,72,,,,
dips,237199163,1879.12,2,207688,416.242,2627.79,2,204743,441.926,0.98582,1,True,748.67,74,,,,
dips,441793160,1885.71,1.5,313772,412.973,2634.12,1,320147,235.254,1.02032,0.666667,True,748.41,74,,,,
dips,321600884,1888.66,2,372389,412.007,2633.86,2,366853,471.551,0.985134,1,True,745.2,74,,,,
dips,17204874,1890.23,4,251352,406.977,2632.86,1.5,321182,210.176,1.27782,0.375,False,742.63,74,,,,
dips,259098556,1872.64,2,182143,404.007,2633.23,1.5,191225,443.664,1.04986,0.75,True,760.59,76,,,,
dips,147938894,1880.48,6,144900,401.558,2630.15,3,184710,303.313,1.27474,0.5,True,749.67,74,,,,
dips,198555959,1882.34,1.5,104323,400.305,2632.69,1,110077,174.282,1.05516,0.666667,True,750.35,75,,,,
dips,166151015,1896.26,1.5,389005,400.099,2611.94,1.5,376513,380.532,0.967887,1,True,715.68,71,,,,
dips,229674420,1897.3,4,109932,385.968,2613.43,4,107439,328.394,0.977322,1,True,716.13,71,,,,
dips,142618132,1879.06,1,290982,382.059,2615.98,2,198327,287.34,0.681578,2,True,736.92,73,,,,
dips,199524019,1880.1,2,332924,374.989,2629.84,2,330710,307.46,0.99335,1,True,749.74,74,,,,
dips,99904234,1895.43,2,290089,373.156,2631.31,2,302201,370.992,1.04175,1,True,735.88,73,,,,
dips,237214300,1882.07,4,110350,372.962,2632.52,3,109297,189.943,0.990458,0.75,True,750.45,75,,,,
dips,16780899,1888.61,2,263899,370.594,2631.01,3,222381,400.036,0.842675,1.5,True,742.4,74,,,,
dips,148967558,1889.21,3,207545,369.495,2634.85,2,224044,241.66,1.0795,0.666667,True,745.64,74,,,,
dips,341870450,1881.84,3,249975,365.34,2630.05,2,266320,238.545,1.06539,0.666667,True,748.21,74,,,,
dips,310995456,1881.65,1.5,190918,362.311,2611.74,1,211148,396.098,1.10596,0.666667,True,730.09,73,,,,
dips,394119244,1879.16,4,155214,357.392,2619.59,4,149902,349.296,0.965776,1,True,740.43,74,,,,
dips,287270568,1873.69,2,305553,357.382,2619.09,2,314861,271.442,1.03046,1,True,745.4,74,,,,
dips,198512817,1873.69,2,407303,351.884,2628.77,1.5,435652,428.981,1.0696,0.75,True,755.08,75,,,,
dips,138541775,1895.56,4,223991,351.754,2617.24,4,221068,294.649,0.98695,1,True,721.68,72,,,,
dips,4754772,1894.05,1.5,293340,347.856,2612.31,1,313993,379.004,1.07041,0.666667,True,718.26,71,,,,
dips,115860301,1876.49,1.5,416861,347.104,2626.85,1.5,408348,363.411,0.979578,1,True,750.36,75,,,,
dips,99970757,1887.97,1.5,420338,340.291,2632.83,1.5,410883,452.975,0.977506,1,True,744.86,74,,,,
dips,341687530,1873.27,2,294726,339.049,2627.69,2,284080,357.242,0.963878,1,True,754.42,75,,,,
dips,236757686,1894.14,3,191243,334.987,2613.01,1.5,212579,187.527,1.11156,0.5,True,718.87,71,,,,
dips,232564009,1895.64,3,177055,330.607,2614.23,1,244924,223.424,1.38332,0.333333,False,718.59,71,,,,
dips,229503805,1888.16,3,161101,327.162,2631.52,4,139928,286.834,0.868573,1.33333,True,743.36,74,,,,
dips,219096486,1876.07,2,274541,324.941,2618.91,3,247054,370.583,0.89988,1.5,True,742.84,74,,,,
dips,39084860,1889.02,2,260624,318.768,2615.1,2,255708,317.699,0.981138,1,True,726.08,72,,,,
dips,136950041,1876.44,6,61781.1,318.222,2633.85,6,36658.1,147.309,0.593355,1,True,757.41,75,,,,
dips,316450573,1872.21,1,113453,313.604,2620.28,1,113367,118.981,0.999242,1,True,748.07,74,,,,
dips,288611526,1880.28,4,107164,312.545,2621.15,3,114745,206.378,1.07074,0.75,True,740.87,74,,,,
dips,148914403,1873.4,2,286185,310.407,2617.33,3,128503,407.184,0.449021,1.5,False,743.93,74,,,,
dips,445836297,1878.75,4,118326,309.36,2629.17,3,127778,251.282,1.07988,0.75,True,750.42,75,,,,
dips,148840967,1894.78,1.5,190771,307.588,2618.62,1,193684,207.593,1.01527,0.666667,True,723.84,72,,,,
dips,310980526,1874.5,2,293110,306.439,2631.37,2,294785,316.801,1.00571,1,True,756.87,75,,,,
dips,16814224,1888.73,1,134436,303.768,2629.31,1,134803,288.728,1.00273,1,True,740.58,74,,,,
dips,138578046,1893.35,2,101053,303.504,2613.17,2,100345,310.176,0.992994,1,True,719.82,71,,,,
dips,232540248,1896.08,3,109212,294.335,2620.52,3,106040,140.933,0.970956,1,True,724.44,72,,,,
dips,390020415,1896,1,464695,291.787,2635.04,1.5,436714,435.074,0.939786,1.5,True,739.04,73,,,,
dips,256299647,1878.39,4,79488.7,285.556,2632.98,2,90486.3,189.75,1.13835,0.5,True,754.59,75,,,,
dips,241261088,1881.48,1,447983,283.011,2629.72,1.5,413211,333.058,0.922381,1.5,True,748.24,74,,,,
dips,232968282,1889.67,3,131892,282.761,2631.78,2,142904,139.799,1.08349,0.666667,True,742.11,74,,,,
dips,302727324,1895.17,2,481378,280.321,2633.72,2,450528,189.125,0.935913,1,True,738.55,73,,,,
dips,394129213,1873.78,1.5,79761.7,271.029,2626.9,1.5,6033.49,29.4783,0.0756439,1,False,753.12,75,,,,
dips,307907416,1888.25,1,352723,270.647,2617.13,1.5,313673,296.322,0.88929,1.5,True,728.88,72,,,,
dips,202351301,1885.83,3,195051,259.124,2613.52,3,80692.5,77.373,0.413699,1,False,727.69,72,,,,
dips,376993642,1887.76,2,203043,258.83,2626.93,3,184022,300.52,0.90632,1.5,True,739.17,73,,,,
dips,230007820,1873.23,1.5,240708,258.801,2613.94,1.5,223240,263.934,0.927431,1,True,740.71,74,,,,
dips,139418085,1875.17,2,241812,256.003,2631.95,1.5,253330,206.243,1.04763,0.75,True,756.78,75,,,,
dips,159547230,1872.56,2,119477,255.2,2620.6,1.5,123691,187.721,1.03527,0.75,True,748.04,74,,,,
dips,103809278,1895.66,2,148986,251.476,2628.58,2,148393,323.887,0.99602,1,True,732.92,73,,,,
dips,230116227,1897.46,1.5,268370,250.5,2628.22,1.5,260660,248.604,0.971271,1,True,730.76,73,,,,
dips,147626691,1886.97,1.5,102513,249.888,2628.78,2,98643.3,346.612,0.962252,1.33333,True,741.81,74,,,,
dips,289510857,1890.92,1,114762,245.544,2617.41,1,112734,103.514,0.982329,1,True,726.49,72,,,,
dips,307930429,1875.88,1,415910,243.943,2628.43,1.5,367344,274.171,0.88323,1.5,True,752.55,75,,,,
dips,288407480,1891.73,1.5,137282,243.248,2614.32,1,135086,163.26,0.984004,0.666667,True,722.59,72,,,,
dips,229481183,1872.05,1.5,84814.1,242.984,2619.31,1,88677.2,176.176,1.04555,0.666667,True,747.26,74,,,,
dips,142583721,1892.12,2,126321,236.664,2617.77,3,113744,325.685,0.900436,1.5,True,725.65,72,,,,
dips,237107215,1890.7,4,63687.6,236.087,2630.91,4,63370.9,216.641,0.995027,1,True,740.21,74,,,,
dips,29207237,1873.65,3,226045,235.747,2612.22,1.5,249069,155.872,1.10186,0.5,True,738.57,73,,,,
dips,372730144,1891.7,1.5,172244,235.273,2634.8,1.5,172834,280.604,1.00343,1,True,743.1,74,,,,
dips,138620464,1880.31,2,128758,233.786,2632.96,2,126990,234.123,0.986269,1,True,752.65,75,,,,
dips,147896746,1887.32,1.5,173103,230.892,2612.21,1.5,171591,253.952,0.991265,1,True,724.89,72,,,,
dips,289510896,1891.21,4,177144,228.326,2633.19,2,137748,73.5118,0.777605,0.5,True,741.98,74,,,,
dips,252468415,1872.94,1,343927,227.698,2632.85,1,340445,246.116,0.989876,1,True,759.91,75,,,,
dips,259099970,1872.39,1,249490,226.776,2632.45,2,222745,381.61,0.892801,2,True,760.06,76,,,,
dips,142308209,1893.02,3,69727.9,224.977,2621.33,3,68217.2,255.281,0.978334,1,True,728.31,72,,,,
dips,288525509,1874.3,3,216383,222.225,2627.42,4,191848,351.127,0.886613,1.33333,True,753.12,75,,,,
dips,288240517,1890.26,2,246263,218.339,2615.43,4,206661,490.652,0.839188,2,True,725.17,72,,,,
dips,376925207,1893.11,1.5,196300,216.186,2628.21,1.5,192643,223.541,0.98137,1,True,735.1,73,,,,
dips,224289728,1885.5,2,202622,214.848,2618.65,1.5,219554,136.82,1.08356,0.75,True,733.15,73,,,,
dips,302351416,1895.6,3,28491.9,213.009,2621.4,2,32633.8,221.289,1.14537,0.666667,True,725.8,72,,,,
dips,149916555,1889.42,1.5,246021,209.691,2614.3,2,235571,344.42,0.957524,1.33333,True,724.88,72,,,,
dips,307988813,1877.38,3,87735.9,207.282,2629.72,3,91632.1,180.845,1.04441,1,True,752.34,75,,,,
dips,359387821,1881.83,4,94615.2,206.385,2619.11,4,94032.8,197.809,0.993845,1,True,737.28,73,,,,
dips,142979644,1871.42,1,630285,206.163,2611.12,1,629893,222.618,0.999378,1,True,739.7,73,,,,
dips,287287709,1873.38,4,557430,205.794,2630.49,2,543356,462.383,0.974752,0.5,True,757.11,75,,,,
dips,3942765,1882.11,2,118989,204.592,2628.32,1,132910,127.291,1.11699,0.5,True,746.21,74,,,,
dips,233637747,1887.9,2,325844,196.213,2617.54,1.5,340550,131.935,1.04513,0.75,True,729.64,72,,,,
dips,272650576,1878.02,3,206182,195.945,2625.85,1,234971,321.466,1.13963,0.333333,False,747.83,74,,,,
dips,160409066,1888.35,2,92163.9,195.175,2634.91,3,84850.8,231.418,0.920651,1.5,True,746.56,74,,,,
dips,230070983,1875.96,2,68380.7,195.055,2625.86,1.5,70199.4,191.46,1.0266,0.75,True,749.9,74,,,,
dips,289714469,1878.29,3,160585,194.213,2634.39,3,164433,366.718,1.02396,1,True,756.1,75,,,,
dips,105534100,1892.21,1,76446.1,193.77,2626.32,1,78377.4,153.825,1.02526,1,True,734.11,73,,,,
dips,154485413,1874.57,1.5,82914.5,192.244,2628.28,1,88741.2,183.95,1.07027,0.666667,True,753.71,75,,,,
dips,360019790,1896.7,2,122287,192.145,2626.98,2,118484,200.741,0.968901,1,True,730.28,73,,,,
dips,233496533,1873.02,1,201410,185.061,2613.26,1,192318,171.654,0.954858,1,True,740.24,74,,,,
dips,229977943,1879.86,1,414343,184.185,2618.37,1,441111,226.051,1.0646,1,True,738.51,73,,,,
dips,153972241,1873.32,1.5,249884,182.834,2629.62,1,246710,182.358,0.987298,0.666667,True,756.3,75,,,,
dips,142808955,1897.04,1,175017,182.833,2629.65,1,177155,132.683,1.01222,1,True,732.61,73,,,,
dips,356541551,1873.21,4,205979,182.418,2634.99,4,182865,153.922,0.887785,1,True,761.78,76,,,,
dips,233738966,1871.82,3,74181,181.939,2632.04,2,77718.8,90.4219,1.04769,0.666667,True,760.22,76,,,,
dips,172517058,1893.84,1,277762,180.994,2627.23,1,284076,184.496,1.02273,1,True,733.39,73,,,,
dips,459978275,1897.16,2,117435,180.754,2611.75,1,141928,183.157,1.20857,0.5,True,714.59,71,,,,
dips,355979512,1892.99,1.5,265336,179.337,2620.34,1,285738,153.059,1.07689,0.666667,True,727.35,72,,,,
dips,17303250,1873.5,1,262089,178.834,2620.92,1.5,243100,262.399,0.927548,1.5,True,747.42,74,,,,
dips,302670791,1895.52,2,111722,178.733,2616.33,2,111218,214.142,0.995489,1,True,720.81,72,,,,
dips,157273321,1883.71,4,394837,176.922,2612.36,1.5,370572,117.431,0.938544,0.375,False,728.65,72,,,,
dips,230396307,1881.28,4,80586.9,172.478,2632.86,4,186043,670.862,2.3086,1,False,751.58,75,,,,
dips,149917067,1890.01,2,235348,171.86,2616.72,4,204592,383.144,0.869317,2,True,726.71,72,,,,
dips,318290913,1874.95,1.5,87122.2,171.613,2611.06,2,81904.5,417.322,0.940111,1.33333,True,736.11,73,,,,
dips,256927790,1883.32,3,96018.6,171.215,2613.23,3,92290.6,189.055,0.961174,1,True,729.91,72,,,,
dips,156213578,1881.1,3,74684.8,170.739,2633.38,3,74396.7,161.276,0.996142,1,True,752.28,75,,,,
dips,229776076,1890.99,3,371583,168.674,2630.92,2,392822,1451.36,1.05716,0.666667,True,739.93,73,,,,
dips,233738458,1883.36,2,80217.4,165.958,2615.97,1.5,80484.7,135.872,1.00333,0.75,True,732.61,73,,,,
dips,229495981,1892.01,3,61631.6,165.618,2633.43,1.5,66920.3,66.3638,1.08581,0.5,True,741.42,74,,,,
dips,256865848,1895.14,2,76761,164.705,2614.11,1.5,79323.2,165.983,1.03338,0.75,True,718.97,71,,,,
dips,259003868,1887.93,1,429976,163.95,2616.63,1,426564,207.911,0.992065,1,True,728.7,72,,,,
dips,462538667,1881.24,1.5,107282,163.813,2635.03,1.5,105014,147.33,0.978859,1,True,753.79,75,,,,
dips,230136140,1888.65,1.5,77225,163.543,2635.1,1.5,74411.1,125.916,0.963562,1,True,746.45,74,,,,
dips,154091822,1871.46,4,110815,163.081,2627.19,3,105941,71.2754,0.956017,0.75,True,755.73,75,,,,
dips,360020682,1875.57,1.5,132729,162.435,2628.22,1,134729,163.742,1.01507,0.666667,True,752.65,75,,,,
dips,4824148,1876.59,1,153719,161.996,2618.5,1,148261,121.691,0.964494,1,True,741.91,74,,,,
dips,26985290,1893.25,2,47330.6,161.221,2616.41,1,55083.6,105.585,1.16381,0.5,True,723.16,72,,,,
dips,230063769,1872.32,1.5,68396.7,160.694,2615.86,2,67856.9,121.089,0.992108,1.33333,True,743.54,74,,,,
dips,55752995,1889.02,2,82011.8,159.172,2616.2,1.5,84957.7,119.009,1.03592,0.75,True,727.18,72,,,,
dips,328999509,1873.91,2,106397,155.993,2629.6,3,88029.5,205.908,0.827368,1.5,True,755.69,75,,,,
dips,252791409,1879.06,2,168093,153.396,2632.59,1.5,171341,504.161,1.01932,0.75,True,753.53,75,,,,
dips,142618244,1896.45,2,63906.4,149.757,2613.42,2,62988.9,167.298,0.985643,1,True,716.97,71,,,,
dips,157318663,1881.1,6,17155.2,149.391,2635.83,1,6895.73,33.9089,0.401962,0.166667,False,754.73,75,,,,
dips,236865152,1875.03,4,102880,149.222,2629.09,4,9731.93,28.9185,0.094595,1,False,754.06,75,,,,
dips,230065962,1875.21,3,68142.1,148.775,2619.73,1,59328.5,32.676,0.870659,0.333333,False,744.52,74,,,,
dips,39075106,1871.63,1.5,110456,148.344,2629.13,2,105870,192.834,0.958481,1.33333,True,757.5,75,,,,
dips,229640916,1892,1.5,220114,147.556,2613.62,1.5,215758,163.031,0.98021,1,True,721.62,72,,,,
dips,148968781,1879.65,1.5,123505,147.554,2635.78,1.5,120891,162.844,0.978835,1,True,756.13,75,,,,
dips,159464498,1879.22,2,34495.5,146.277,2615.67,2,33767.4,126.634,0.978893,1,True,736.45,73,,,,
dips,202442866,1880.39,3,67267.3,146.033,2634.44,2,81237.6,121.692,1.20768,0.666667,True,754.05,75,,,,
dips,353854078,1880.43,4,691739,145.483,2619.73,4,578994,101.772,0.837012,1,True,739.3,73,,,,
dips,239206313,1883.23,2,135616,145.479,2618.52,1.5,140670,138.666,1.03727,0.75,True,735.29,73,,,,
dips,138506444,1887.47,1,195487,145.126,2635.13,4,160320,217.345,0.820106,4,False,747.66,74,,,,
dips,150251466,1888.86,2,25952.4,143.129,2632.13,2,25946.9,171.714,0.999788,1,True,743.27,74,,,,
dips,159510109,1883.12,2,151785,142.951,2611.92,2,151071,262.792,0.995296,1,True,728.8,72,,,,
dips,138660308,1882.63,1,74142.8,142.769,2633.31,1,75047.3,110.598,1.0122,1,True,750.68,75,,,,
dips,233637676,1890.4,4,92145.6,142.654,2635,4,90869,194.139,0.986146,1,True,744.6,74,,,,
dips,87959361,1871.52,6,499210,142.525,2631.22,3,499981,335.019,1.00154,0.5,True,759.7,75,,,,
dips,284597299,1892.67,1.5,171230,141.401,2611.53,1.5,168135,162.464,0.981925,1,True,718.86,71,,,,
dips,441804888,1879.53,1,138628,139.882,2613.19,2,123605,206.642,0.891631,2,True,733.66,73,,,,
dips,232617358,1872.68,1,142539,138.867,2632.9,1,141527,198.777,0.9929,1,True,760.22,76,,,,
dips,230395909,1896.97,2,177587,137.779,2633.06,3,148193,195.022,0.834481,1.5,True,736.09,73,,,,
dips,88115046,1879.76,1.5,104129,137.588,2633.19,1,107753,97.6534,1.0348,0.666667,True,753.43,75,,,,
dips,402897644,1889.51,3,77307.6,135.642,2618.44,2,75987.6,91.0299,0.982925,0.666667,True,728.93,72,,,,
dips,320524167,1871.64,2,111571,135.484,2618.93,1.5,109061,143.058,0.977503,0.75,True,747.29,74,,,,
dips,39124910,1874.52,2,110310,132.753,2619.58,1.5,118722,116.848,1.07626,0.75,True,745.06,74,,,,
dips,356340949,1897.33,2,202422,129.51,2631.4,4,170794,234.745,0.843752,2,True,734.07,73,,,,
dips,219892238,1891.77,4,51695,129.07,2616.18,4,50687.8,127.215,0.980516,1,True,724.41,72,,,,
dips,147993277,1890.53,6,25890.1,128.313,2617.4,6,26087.5,160.255,1.00762,1,True,726.87,72,,,,
dips,157318662,1881.1,6,37430.7,127.916,2635.83,1,14062.4,26.3042,0.375692,0.166667,False,754.73,75,,,,
dips,288632530,1875.05,2,63748.6,126.827,2614.75,12,13317.5,22.5203,0.208907,6,False,739.7,73,,,,
dips,8716152,1875.97,1.5,119606,123.994,2632.78,2,94558.6,107.513,0.790584,1.33333,True,756.81,75,,,,
dips,233199615,1881.74,2,112132,123.938,2628.55,2,109372,172.469,0.975386,1,True,746.81,74,,,,
dips,159296456,1886.99,1,92778.4,123.735,2631.3,1.5,85363.6,149.807,0.920081,1.5,True,744.31,74,,,,
dips,284661054,1874.71,1,73001,123.369,2610.74,1,70325.5,105.047,0.96335,1,True,736.03,73,,,,
dips,224296716,1882.52,3,81959.9,122.68,2629.9,3,7005.23,17.4558,0.0854714,1,False,747.38,74,,,,
dips,320524751,1893.69,1.5,60297.6,121.788,2618.83,1.5,59242.8,133.965,0.982507,1,True,725.14,72,,,,
dips,219113068,1883.45,2,187782,121.4,2630.35,1,191587,169.741,1.02026,0.5,True,746.9,74,,,,
dips,20176241,1890.23,2,78223.2,120.959,2633.78,2,77157.3,107.426,0.986374,1,True,743.55,74,,,,
dips,284597233,1889.15,1,126192,120.943,2631.85,1.5,113505,190.075,0.899463,1.5,True,742.7,74,,,,
dips,237223349,1882.8,2,99888.8,119.73,2635.19,2,97293.1,141.049,0.974014,1,True,752.39,75,,,,
dips,21499609,1878.21,2,325983,119.199,2632.74,1,325092,217.209,0.997267,0.5,True,754.53,75,,,,
dips,198182313,1889.31,2,114054,118.649,2618.12,2,114796,280.629,1.00651,1,True,728.81,72,,,,
dips,371492916,1886.47,1.5,225374,118.631,2612.09,2,223313,85.5987,0.990855,1.33333,True,725.62,72,,,,
dips,166150853,1880.75,1,64961.2,118.532,2611.25,1.5,58655.8,85.7543,0.902936,1.5,True,730.5,73,,,,
dips,198537349,1873.15,1.5,60217.8,117.777,2629.87,1.5,60838.4,370.997,1.01031,1,True,756.72,75,,,,
dips,154009163,1876.67,1,101702,116.519,2616.8,1,98926.8,82.8501,0.972712,1,True,740.13,74,,,,
dips,392536523,1889.33,2,157767,116.166,2618.43,2,150315,133.477,0.952766,1,True,729.1,72,,,,
dips,166087282,1876.27,1,348515,115.914,2611.35,1,315248,114.629,0.904546,1,True,735.08,73,,,,
dips,4918919,1872.27,2,118032,113.267,2612.88,2,115163,214.24,0.975693,1,True,740.61,74,,,,
dips,219459417,1883.2,4,71505.9,111.183,2611.02,3,74868.7,288.933,1.04703,0.75,True,727.82,72,,,,
dips,17238865,1896.43,1.5,109449,110.718,2628.48,2,108552,172.053,0.991804,1.33333,True,732.05,73,,,,
dips,453426743,1871.31,2,66214,110.337,2630.79,3,62251.7,126.686,0.940159,1.5,True,759.48,75,,,,
dips,219435542,1894.2,3,151756,110.217,2628.52,1.5,173235,523.043,1.14154,0.5,True,734.32,73,,,,
dips,233680521,1876.6,1,451412,109.454,2633.65,1,463955,73.1177,1.02779,1,True,757.05,75,,,,
dips,318230704,1881.65,3,87218.5,108.811,2628.28,1.5,97083.2,117.653,1.1131,0.5,True,746.63,74,,,,
dips,154483464,1895.6,1,254961,108.675,2616.64,1,272381,89.2257,1.06832,1,True,721.04,72,,,,
dips,153949271,1871.92,1.5,102107,107.815,2612.99,1,102022,81.5906,0.999168,0.666667,True,741.07,74,,,,
dips,302666461,1878.52,4,38852.2,106.286,2620.15,4,36278.2,64.4953,0.933749,1,True,741.63,74,,,,
dips,233189625,1878.56,1,143990,105.859,2612.1,1,216881,36.5188,1.50622,1,True,733.54,73,,,,
dips,229646002,1891.74,2,123358,105.581,2619.35,3,107225,124.867,0.869218,1.5,True,727.61,72,,,,
dips,159397467,1873.89,4,45872.3,105.529,2611.3,4,38765,68.0928,0.845063,1,True,737.41,73,,,,
dips,224292846,1877.84,1.5,82618.4,105.429,2626.42,1,7744.27,12.2309,0.0937354,0.666667,False,748.58,74,,,,
dips,24025409,1895.63,3,43017.3,105.337,2632.79,3,42413.8,93.504,0.985971,1,True,737.16,73,,,,
dips,371490095,1873.32,1.5,101352,105.07,2627.8,1.5,92261.1,120.748,0.910304,1,True,754.48,75,,,,
dips,142491764,1878.66,1,123955,104.951,2618.99,1,123601,106.532,0.997144,1,True,740.33,74,,,,
dips,362104293,1880.72,2,28886.9,104.633,2633.75,1.5,30636.2,89.3555,1.06056,0.75,True,753.03,75,,,,
dips,17202984,1879.03,1.5,102542,104.348,2633.03,1.5,105638,82.8252,1.03019,1,True,754,75,,,,
dips,17206122,1897.27,2,30857.4,103.971,2632.13,1,33866.7,51.2583,1.09752,0.5,True,734.86,73,,,,
dips,149916681,1879.26,1.5,53371.4,102.778,2614.15,1,57526.6,53.1685,1.07785,0.666667,True,734.89,73,,,,
